year_collaboration,main_field_id,country_region,n_pub_region,co_country_region,n_pub,prop_coll
2023,1,SSA,16101,SSA,2468,0.153282405
2023,2,SSA,33241,SSA,11883,0.35748022
2023,3,SSA,14186,SSA,3869,0.272733681
2023,4,SSA,12974,SSA,3795,0.292508093
2023,5,SSA,5762,SSA,1179,0.204616453
2023,All,SSA,72290,SSA,20494,0.283497026
2022,1,SSA,17023,SSA,2605,0.153028256
2022,2,SSA,38683,SSA,13621,0.352118502
2022,3,SSA,16126,SSA,3926,0.24345777
2022,4,SSA,14854,SSA,4318,0.290696109
2022,5,SSA,6861,SSA,1298,0.18918525
2022,All,SSA,82435,SSA,22858,0.277285134
2021,1,SSA,16354,SSA,2547,0.155741715
2021,2,SSA,38678,SSA,13907,0.359558405
2021,3,SSA,15195,SSA,3955,0.260282988
2021,4,SSA,14460,SSA,4224,0.292116183
2021,5,SSA,6066,SSA,1154,0.190240686
2021,All,SSA,80257,SSA,22991,0.286467224
2020,1,SSA,14336,SSA,2125,0.148228237
2020,2,SSA,37624,SSA,13375,0.355491176
2020,3,SSA,13264,SSA,3472,0.261761158
2020,4,SSA,12714,SSA,3880,0.305175397
2020,5,SSA,5343,SSA,1023,0.191465469
2020,All,SSA,73718,SSA,21296,0.288884669
2019,1,SSA,10863,SSA,1596,0.14692074
2019,2,SSA,27899,SSA,9923,0.355675831
2019,3,SSA,11623,SSA,2952,0.253979179
2019,4,SSA,9893,SSA,3005,0.303750126
2019,5,SSA,4322,SSA,718,0.166126793
2019,All,SSA,57450,SSA,16327,0.284194952
2018,1,SSA,9765,SSA,1421,0.145519713
2018,2,SSA,24301,SSA,8654,0.356117032
2018,3,SSA,9738,SSA,2324,0.238652701
2018,4,SSA,8843,SSA,2640,0.298541219
2018,5,SSA,3573,SSA,632,0.176882172
2018,All,SSA,49984,SSA,14081,0.281710147
2017,1,SSA,9040,SSA,1018,0.112610619
2017,2,SSA,22335,SSA,7976,0.357107679
2017,3,SSA,8648,SSA,2011,0.232539315
2017,4,SSA,7605,SSA,2277,0.299408284
2017,5,SSA,3218,SSA,542,0.168427595
2017,All,SSA,45505,SSA,12539,0.275552137
2016,1,SSA,7820,SSA,967,0.123657289
2016,2,SSA,20909,SSA,7006,0.335071022
2016,3,SSA,7175,SSA,1791,0.249616725
2016,4,SSA,6867,SSA,1951,0.284112422
2016,5,SSA,2639,SSA,441,0.167108753
2016,All,SSA,40617,SSA,10987,0.270502499
2015,1,SSA,6351,SSA,786,0.123760038
2015,2,SSA,18887,SSA,6364,0.336951342
2015,3,SSA,6164,SSA,1484,0.240752758
2015,4,SSA,5800,SSA,1670,0.287931034
2015,5,SSA,2343,SSA,359,0.153222364
2015,All,SSA,35489,SSA,9704,0.27343684
2014,1,SSA,5836,SSA,647,0.110863605
2014,2,SSA,17408,SSA,5879,0.33771829
2014,3,SSA,5630,SSA,1398,0.248312611
2014,4,SSA,5333,SSA,1531,0.287080443
2014,5,SSA,2056,SSA,336,0.163424125
2014,All,SSA,32708,SSA,8926,0.272899596
2013,1,SSA,4477,SSA,487,0.1087782
2013,2,SSA,14905,SSA,4812,0.322844683
2013,3,SSA,4995,SSA,1209,0.242042042
2013,4,SSA,4232,SSA,1195,0.282372401
2013,5,SSA,1904,SSA,256,0.134453782
2013,All,SSA,27516,SSA,7239,0.263083297
2012,1,SSA,3817,SSA,375,0.098244695
2012,2,SSA,12783,SSA,4148,0.324493468
2012,3,SSA,4574,SSA,1005,0.219720157
2012,4,SSA,3611,SSA,1074,0.297424536
2012,5,SSA,1560,SSA,220,0.141025641
2012,All,SSA,23815,SSA,6233,0.261725803
2011,1,SSA,3139,SSA,326,0.103854731
2011,2,SSA,11570,SSA,3774,0.326188418
2011,3,SSA,3788,SSA,828,0.218585005
2011,4,SSA,3362,SSA,997,0.296549673
2011,5,SSA,1416,SSA,186,0.131355932
2011,All,SSA,21033,SSA,5570,0.264821946
2010,1,SSA,2919,SSA,272,0.093182597
2010,2,SSA,10122,SSA,3250,0.32108279
2010,3,SSA,3044,SSA,638,0.209592641
2010,4,SSA,3035,SSA,796,0.262273476
2010,5,SSA,1162,SSA,131,0.112736661
2010,All,SSA,18400,SSA,4664,0.253478261
2009,1,SSA,2568,SSA,233,0.090732087
2009,2,SSA,8884,SSA,2608,0.293561459
2009,3,SSA,2819,SSA,591,0.209648812
2009,4,SSA,2762,SSA,760,0.275162925
2009,5,SSA,1168,SSA,148,0.126712329
2009,All,SSA,16496,SSA,3914,0.237269641
2008,1,SSA,2243,SSA,202,0.090057958
2008,2,SSA,8232,SSA,2328,0.282798834
2008,3,SSA,2304,SSA,500,0.217013889
2008,4,SSA,2307,SSA,646,0.280017339
2008,5,SSA,1062,SSA,114,0.107344633
2008,All,SSA,14596,SSA,3444,0.235955056
2007,1,SSA,1787,SSA,171,0.095691102
2007,2,SSA,7382,SSA,1979,0.26808453
2007,3,SSA,2275,SSA,491,0.215824176
2007,4,SSA,2382,SSA,582,0.244332494
2007,5,SSA,986,SSA,100,0.101419878
2007,All,SSA,13368,SSA,2992,0.223818073
2006,1,SSA,1754,SSA,117,0.066704675
2006,2,SSA,6556,SSA,1769,0.269829164
2006,3,SSA,2018,SSA,365,0.180872151
2006,4,SSA,2386,SSA,590,0.247275775
2006,5,SSA,845,SSA,59,0.069822485
2006,All,SSA,12291,SSA,2642,0.214954031
2005,1,SSA,1458,SSA,95,0.06515775
2005,2,SSA,6074,SSA,1462,0.240698057
2005,3,SSA,1746,SSA,378,0.216494845
2005,4,SSA,1969,SSA,456,0.231589639
2005,5,SSA,701,SSA,74,0.105563481
2005,All,SSA,10793,SSA,2211,0.204854999
2004,1,SSA,1230,SSA,70,0.056910569
2004,2,SSA,5042,SSA,1211,0.240182467
2004,3,SSA,1681,SSA,301,0.179060083
2004,4,SSA,1902,SSA,398,0.209253417
2004,5,SSA,618,SSA,48,0.077669903
2004,All,SSA,9445,SSA,1833,0.194070937
2003,1,SSA,965,SSA,66,0.068393782
2003,2,SSA,4334,SSA,991,0.22865713
2003,3,SSA,1376,SSA,282,0.20494186
2003,4,SSA,1619,SSA,330,0.203829524
2003,5,SSA,470,SSA,24,0.05106383
2003,All,SSA,8002,SSA,1556,0.194451387
2002,1,SSA,909,SSA,54,0.059405941
2002,2,SSA,4210,SSA,872,0.207125891
2002,3,SSA,1368,SSA,231,0.168859649
2002,4,SSA,1551,SSA,266,0.171502257
2002,5,SSA,501,SSA,29,0.057884232
2002,All,SSA,7777,SSA,1332,0.17127427
2001,1,SSA,809,SSA,42,0.051915946
2001,2,SSA,3788,SSA,754,0.19904963
2001,3,SSA,1227,SSA,173,0.140994295
2001,4,SSA,1381,SSA,244,0.176683563
2001,5,SSA,394,SSA,30,0.076142132
2001,All,SSA,6941,SSA,1144,0.16481775
2000,1,SSA,806,SSA,40,0.049627792
2000,2,SSA,3611,SSA,698,0.193298255
2000,3,SSA,1115,SSA,159,0.142600897
2000,4,SSA,1280,SSA,199,0.15546875
2000,5,SSA,354,SSA,32,0.09039548
2000,All,SSA,6534,SSA,1035,0.158402204
1999,1,SSA,747,SSA,37,0.049531459
1999,2,SSA,3250,SSA,621,0.191076923
1999,3,SSA,1234,SSA,192,0.155591572
1999,4,SSA,1211,SSA,162,0.133773741
1999,5,SSA,372,SSA,20,0.053763441
1999,All,SSA,6224,SSA,963,0.15472365
1998,1,SSA,682,SSA,25,0.036656891
1998,2,SSA,3138,SSA,509,0.162205226
1998,3,SSA,1024,SSA,122,0.119140625
1998,4,SSA,1091,SSA,145,0.132905591
1998,5,SSA,318,SSA,25,0.078616352
1998,All,SSA,5687,SSA,757,0.133110603
1997,1,SSA,642,SSA,37,0.057632399
1997,2,SSA,3136,SSA,460,0.146683673
1997,3,SSA,932,SSA,136,0.145922747
1997,4,SSA,1101,SSA,146,0.132606721
1997,5,SSA,271,SSA,31,0.114391144
1997,All,SSA,5595,SSA,756,0.135120643
1996,1,SSA,667,SSA,28,0.04197901
1996,2,SSA,2892,SSA,401,0.138658368
1996,3,SSA,1047,SSA,111,0.106017192
1996,4,SSA,1070,SSA,135,0.126168224
1996,5,SSA,285,SSA,18,0.063157895
1996,All,SSA,5436,SSA,626,0.115158205
1995,1,SSA,648,SSA,22,0.033950617
1995,2,SSA,2779,SSA,329,0.118387909
1995,3,SSA,1002,SSA,95,0.094810379
1995,4,SSA,1005,SSA,97,0.096517413
1995,5,SSA,288,SSA,23,0.079861111
1995,All,SSA,5251,SSA,523,0.099600076
1994,1,SSA,596,SSA,19,0.031879195
1994,2,SSA,2926,SSA,336,0.114832536
1994,3,SSA,1031,SSA,96,0.093113482
1994,4,SSA,963,SSA,86,0.089304258
1994,5,SSA,286,SSA,14,0.048951049
1994,All,SSA,5294,SSA,507,0.095768795
1993,1,SSA,556,SSA,18,0.032374101
1993,2,SSA,2821,SSA,287,0.101736973
1993,3,SSA,919,SSA,84,0.0914037
1993,4,SSA,907,SSA,64,0.070562293
1993,5,SSA,247,SSA,14,0.056680162
1993,All,SSA,5015,SSA,434,0.086540379
1992,1,SSA,508,SSA,9,0.017716535
1992,2,SSA,2852,SSA,245,0.085904628
1992,3,SSA,930,SSA,70,0.075268817
1992,4,SSA,896,SSA,62,0.069196429
1992,5,SSA,229,SSA,7,0.030567686
1992,All,SSA,4966,SSA,373,0.075110753
1991,1,SSA,500,SSA,9,0.018
1991,2,SSA,2782,SSA,217,0.078001438
1991,3,SSA,808,SSA,47,0.058168317
1991,4,SSA,940,SSA,61,0.064893617
1991,5,SSA,259,SSA,8,0.030888031
1991,All,SSA,4832,SSA,314,0.064983444
1990,1,SSA,506,SSA,6,0.011857708
1990,2,SSA,2939,SSA,196,0.06668935
1990,3,SSA,785,SSA,55,0.070063694
1990,4,SSA,929,SSA,53,0.057050592
1990,5,SSA,219,SSA,6,0.02739726
1990,All,SSA,4953,SSA,296,0.059761761
2023,1,SSA,16101,Solo,6056,0.376125706
2023,2,SSA,33241,Solo,3514,0.105712825
2023,3,SSA,14186,Solo,1703,0.120047935
2023,4,SSA,12974,Solo,1691,0.130337598
2023,5,SSA,5762,Solo,1256,0.217979868
2023,All,SSA,72290,Solo,12500,0.172914649
2022,1,SSA,17023,Solo,6595,0.387417024
2022,2,SSA,38683,Solo,3856,0.099682031
2022,3,SSA,16126,Solo,1964,0.121790897
2022,4,SSA,14854,Solo,1941,0.130671873
2022,5,SSA,6861,Solo,1449,0.211193704
2022,All,SSA,82435,Solo,13923,0.168896706
2021,1,SSA,16354,Solo,6392,0.390852391
2021,2,SSA,38678,Solo,3614,0.09343813
2021,3,SSA,15195,Solo,1783,0.117341231
2021,4,SSA,14460,Solo,1792,0.123928077
2021,5,SSA,6066,Solo,1286,0.212001319
2021,All,SSA,80257,Solo,13135,0.163661737
2020,1,SSA,14336,Solo,5717,0.398786272
2020,2,SSA,37624,Solo,3770,0.100201999
2020,3,SSA,13264,Solo,1513,0.114068154
2020,4,SSA,12714,Solo,1501,0.118058833
2020,5,SSA,5343,Solo,1210,0.226464533
2020,All,SSA,73718,Solo,12144,0.164735885
2019,1,SSA,10863,Solo,4489,0.413237596
2019,2,SSA,27899,Solo,2808,0.100648769
2019,3,SSA,11623,Solo,1400,0.12045083
2019,4,SSA,9893,Solo,1194,0.120691398
2019,5,SSA,4322,Solo,971,0.224664507
2019,All,SSA,57450,Solo,9713,0.169068755
2018,1,SSA,9765,Solo,4044,0.414132104
2018,2,SSA,24301,Solo,2422,0.09966668
2018,3,SSA,9738,Solo,1140,0.11706716
2018,4,SSA,8843,Solo,1040,0.117607147
2018,5,SSA,3573,Solo,784,0.219423454
2018,All,SSA,49984,Solo,8416,0.16837388
2017,1,SSA,9040,Solo,4186,0.463053097
2017,2,SSA,22335,Solo,2317,0.103738527
2017,3,SSA,8648,Solo,1081,0.125
2017,4,SSA,7605,Solo,887,0.116633794
2017,5,SSA,3218,Solo,734,0.228091983
2017,All,SSA,45505,Solo,8285,0.182067905
2016,1,SSA,7820,Solo,3612,0.461892583
2016,2,SSA,20909,Solo,2487,0.118943995
2016,3,SSA,7175,Solo,910,0.126829268
2016,4,SSA,6867,Solo,841,0.122469783
2016,5,SSA,2639,Solo,605,0.229253505
2016,All,SSA,40617,Solo,7630,0.187852377
2015,1,SSA,6351,Solo,2944,0.463549047
2015,2,SSA,18887,Solo,2363,0.125112511
2015,3,SSA,6164,Solo,794,0.128812459
2015,4,SSA,5800,Solo,773,0.133275862
2015,5,SSA,2343,Solo,559,0.238583013
2015,All,SSA,35489,Solo,6631,0.186846629
2014,1,SSA,5836,Solo,2852,0.488690884
2014,2,SSA,17408,Solo,2307,0.132525276
2014,3,SSA,5630,Solo,684,0.121492007
2014,4,SSA,5333,Solo,780,0.146259141
2014,5,SSA,2056,Solo,512,0.249027237
2014,All,SSA,32708,Solo,6471,0.197841507
2013,1,SSA,4477,Solo,2304,0.514630333
2013,2,SSA,14905,Solo,2614,0.17537739
2013,3,SSA,4995,Solo,742,0.148548549
2013,4,SSA,4232,Solo,580,0.13705104
2013,5,SSA,1904,Solo,506,0.265756303
2013,All,SSA,27516,Solo,6121,0.222452391
2012,1,SSA,3817,Solo,2064,0.5407388
2012,2,SSA,12783,Solo,2472,0.193381835
2012,3,SSA,4574,Solo,737,0.161128115
2012,4,SSA,3611,Solo,503,0.139296594
2012,5,SSA,1560,Solo,439,0.281410256
2012,All,SSA,23815,Solo,5696,0.239176989
2011,1,SSA,3139,Solo,1672,0.532653711
2011,2,SSA,11570,Solo,2394,0.206914434
2011,3,SSA,3788,Solo,593,0.15654699
2011,4,SSA,3362,Solo,508,0.151100535
2011,5,SSA,1416,Solo,432,0.305084746
2011,All,SSA,21033,Solo,5116,0.243236818
2010,1,SSA,2919,Solo,1640,0.561836245
2010,2,SSA,10122,Solo,2342,0.231377198
2010,3,SSA,3044,Solo,519,0.170499343
2010,4,SSA,3035,Solo,464,0.152883031
2010,5,SSA,1162,Solo,360,0.309810671
2010,All,SSA,18400,Solo,4903,0.266467391
2009,1,SSA,2568,Solo,1457,0.567367601
2009,2,SSA,8884,Solo,2242,0.2523638
2009,3,SSA,2819,Solo,506,0.179496275
2009,4,SSA,2762,Solo,505,0.182838523
2009,5,SSA,1168,Solo,369,0.315924658
2009,All,SSA,16496,Solo,4702,0.285038797
2008,1,SSA,2243,Solo,1293,0.576460098
2008,2,SSA,8232,Solo,2300,0.279397473
2008,3,SSA,2304,Solo,422,0.183159722
2008,4,SSA,2307,Solo,440,0.190723884
2008,5,SSA,1062,Solo,366,0.344632768
2008,All,SSA,14596,Solo,4441,0.304261441
2007,1,SSA,1787,Solo,1030,0.576385003
2007,2,SSA,7382,Solo,2126,0.287997833
2007,3,SSA,2275,Solo,464,0.203956044
2007,4,SSA,2382,Solo,486,0.204030227
2007,5,SSA,986,Solo,357,0.362068966
2007,All,SSA,13368,Solo,4089,0.305879713
2006,1,SSA,1754,Solo,1063,0.60604333
2006,2,SSA,6556,Solo,2083,0.317724222
2006,3,SSA,2018,Solo,412,0.204162537
2006,4,SSA,2386,Solo,543,0.227577536
2006,5,SSA,845,Solo,316,0.373964497
2006,All,SSA,12291,Solo,4085,0.332357009
2005,1,SSA,1458,Solo,897,0.615226337
2005,2,SSA,6074,Solo,1891,0.311326967
2005,3,SSA,1746,Solo,382,0.218785796
2005,4,SSA,1969,Solo,432,0.219400711
2005,5,SSA,701,Solo,300,0.427960057
2005,All,SSA,10793,Solo,3607,0.334198091
2004,1,SSA,1230,Solo,799,0.649593496
2004,2,SSA,5042,Solo,1554,0.308211027
2004,3,SSA,1681,Solo,373,0.221891731
2004,4,SSA,1902,Solo,498,0.261829653
2004,5,SSA,618,Solo,273,0.441747573
2004,All,SSA,9445,Solo,3193,0.338062467
2003,1,SSA,965,Solo,598,0.619689119
2003,2,SSA,4334,Solo,1405,0.324180895
2003,3,SSA,1376,Solo,318,0.231104651
2003,4,SSA,1619,Solo,436,0.269302038
2003,5,SSA,470,Solo,196,0.417021277
2003,All,SSA,8002,Solo,2732,0.341414646
2002,1,SSA,909,Solo,587,0.645764576
2002,2,SSA,4210,Solo,1460,0.346793349
2002,3,SSA,1368,Solo,359,0.262426901
2002,4,SSA,1551,Solo,480,0.309477756
2002,5,SSA,501,Solo,224,0.447105788
2002,All,SSA,7777,Solo,2856,0.367236724
2001,1,SSA,809,Solo,540,0.667490729
2001,2,SSA,3788,Solo,1458,0.384899683
2001,3,SSA,1227,Solo,351,0.28606357
2001,4,SSA,1381,Solo,433,0.313540912
2001,5,SSA,394,Solo,184,0.467005076
2001,All,SSA,6941,Solo,2725,0.392594727
2000,1,SSA,806,Solo,522,0.64764268
2000,2,SSA,3611,Solo,1380,0.382165605
2000,3,SSA,1115,Solo,344,0.308520179
2000,4,SSA,1280,Solo,417,0.32578125
2000,5,SSA,354,Solo,185,0.52259887
2000,All,SSA,6534,Solo,2609,0.39929599
1999,1,SSA,747,Solo,493,0.659973226
1999,2,SSA,3250,Solo,1239,0.381230769
1999,3,SSA,1234,Solo,415,0.3363047
1999,4,SSA,1211,Solo,405,0.334434352
1999,5,SSA,372,Solo,223,0.599462366
1999,All,SSA,6224,Solo,2531,0.406651671
1998,1,SSA,682,Solo,471,0.690615836
1998,2,SSA,3138,Solo,1308,0.416826004
1998,3,SSA,1024,Solo,340,0.33203125
1998,4,SSA,1091,Solo,371,0.340054995
1998,5,SSA,318,Solo,181,0.56918239
1998,All,SSA,5687,Solo,2442,0.429400387
1997,1,SSA,642,Solo,438,0.682242991
1997,2,SSA,3136,Solo,1308,0.417091837
1997,3,SSA,932,Solo,293,0.314377682
1997,4,SSA,1101,Solo,397,0.36058129
1997,5,SSA,271,Solo,141,0.520295203
1997,All,SSA,5595,Solo,2366,0.422877569
1996,1,SSA,667,Solo,477,0.715142429
1996,2,SSA,2892,Solo,1274,0.440525588
1996,3,SSA,1047,Solo,343,0.327602674
1996,4,SSA,1070,Solo,421,0.393457944
1996,5,SSA,285,Solo,164,0.575438596
1996,All,SSA,5436,Solo,2457,0.451986755
1995,1,SSA,648,Solo,460,0.709876543
1995,2,SSA,2779,Solo,1230,0.442605254
1995,3,SSA,1002,Solo,331,0.330339321
1995,4,SSA,1005,Solo,380,0.378109453
1995,5,SSA,288,Solo,135,0.46875
1995,All,SSA,5251,Solo,2341,0.445819844
1994,1,SSA,596,Solo,430,0.72147651
1994,2,SSA,2926,Solo,1367,0.467190704
1994,3,SSA,1031,Solo,317,0.307468477
1994,4,SSA,963,Solo,415,0.430944964
1994,5,SSA,286,Solo,133,0.465034965
1994,All,SSA,5294,Solo,2431,0.459199093
1993,1,SSA,556,Solo,411,0.739208633
1993,2,SSA,2821,Solo,1308,0.463665367
1993,3,SSA,919,Solo,264,0.28726877
1993,4,SSA,907,Solo,400,0.441014333
1993,5,SSA,247,Solo,131,0.530364372
1993,All,SSA,5015,Solo,2315,0.461615155
1992,1,SSA,508,Solo,367,0.722440945
1992,2,SSA,2852,Solo,1389,0.487026648
1992,3,SSA,930,Solo,318,0.341935484
1992,4,SSA,896,Solo,423,0.472098214
1992,5,SSA,229,Solo,133,0.580786026
1992,All,SSA,4966,Solo,2410,0.48530004
1991,1,SSA,500,Solo,356,0.712
1991,2,SSA,2782,Solo,1446,0.51976995
1991,3,SSA,808,Solo,307,0.379950495
1991,4,SSA,940,Solo,453,0.481914894
1991,5,SSA,259,Solo,145,0.55984556
1991,All,SSA,4832,Solo,2502,0.517798013
1990,1,SSA,506,Solo,393,0.776679842
1990,2,SSA,2939,Solo,1576,0.536236815
1990,3,SSA,785,Solo,272,0.346496815
1990,4,SSA,929,Solo,489,0.526372443
1990,5,SSA,219,Solo,119,0.543378995
1990,All,SSA,4953,Solo,2627,0.530385625
2023,1,SSA,16101,SA,400,0.024843177
2023,2,SSA,33241,SA,1696,0.051021329
2023,3,SSA,14186,SA,2005,0.141336529
2023,4,SSA,12974,SA,667,0.051410513
2023,5,SSA,5762,SA,599,0.103956959
2023,All,SSA,72290,SA,4708,0.065126574
2022,1,SSA,17023,SA,350,0.020560418
2022,2,SSA,38683,SA,1810,0.04679058
2022,3,SSA,16126,SA,2433,0.150874364
2022,4,SSA,14854,SA,793,0.053386293
2022,5,SSA,6861,SA,951,0.138609532
2022,All,SSA,82435,SA,5588,0.067786741
2021,1,SSA,16354,SA,351,0.021462639
2021,2,SSA,38678,SA,1750,0.045245359
2021,3,SSA,15195,SA,1692,0.111352419
2021,4,SSA,14460,SA,670,0.046334716
2021,5,SSA,6066,SA,553,0.091163864
2021,All,SSA,80257,SA,4423,0.055110458
2020,1,SSA,14336,SA,222,0.015485491
2020,2,SSA,37624,SA,1298,0.034499256
2020,3,SSA,13264,SA,1074,0.080971049
2020,4,SSA,12714,SA,500,0.039326726
2020,5,SSA,5343,SA,302,0.056522553
2020,All,SSA,73718,SA,3004,0.040749885
2019,1,SSA,10863,SA,140,0.012887784
2019,2,SSA,27899,SA,860,0.030825478
2019,3,SSA,11623,SA,803,0.069087155
2019,4,SSA,9893,SA,314,0.031739614
2019,5,SSA,4322,SA,222,0.051365109
2019,All,SSA,57450,SA,2057,0.035805048
2018,1,SSA,9765,SA,110,0.011264721
2018,2,SSA,24301,SA,704,0.028970001
2018,3,SSA,9738,SA,764,0.078455535
2018,4,SSA,8843,SA,245,0.02770553
2018,5,SSA,3573,SA,158,0.044220543
2018,All,SSA,49984,SA,1766,0.035331306
2017,1,SSA,9040,SA,76,0.00840708
2017,2,SSA,22335,SA,635,0.028430714
2017,3,SSA,8648,SA,659,0.07620259
2017,4,SSA,7605,SA,221,0.029059829
2017,5,SSA,3218,SA,109,0.03387197
