year_collaboration,main_field_id,country_region,n_pub_region,co_country_region,n_pub,prop_coll
2017,All,SSA,45505,SA,1514,0.033271069
2016,1,SSA,7820,SA,68,0.008695652
2016,2,SSA,20909,SA,558,0.026687073
2016,3,SSA,7175,SA,579,0.080696864
2016,4,SSA,6867,SA,202,0.029416048
2016,5,SSA,2639,SA,85,0.03220917
2016,All,SSA,40617,SA,1377,0.033902061
2015,1,SSA,6351,SA,47,0.007400409
2015,2,SSA,18887,SA,489,0.025890824
2015,3,SSA,6164,SA,402,0.065217391
2015,4,SSA,5800,SA,172,0.029655172
2015,5,SSA,2343,SA,70,0.029876227
2015,All,SSA,35489,SA,1084,0.030544676
2014,1,SSA,5836,SA,42,0.00719671
2014,2,SSA,17408,SA,384,0.022058824
2014,3,SSA,5630,SA,331,0.058792185
2014,4,SSA,5333,SA,134,0.02512657
2014,5,SSA,2056,SA,72,0.035019455
2014,All,SSA,32708,SA,850,0.025987526
2013,1,SSA,4477,SA,23,0.005137369
2013,2,SSA,14905,SA,316,0.021200939
2013,3,SSA,4995,SA,266,0.053253253
2013,4,SSA,4232,SA,118,0.027882798
2013,5,SSA,1904,SA,41,0.021533613
2013,All,SSA,27516,SA,699,0.025403402
2012,1,SSA,3817,SA,23,0.006025675
2012,2,SSA,12783,SA,224,0.017523273
2012,3,SSA,4574,SA,219,0.047879318
2012,4,SSA,3611,SA,100,0.02769316
2012,5,SSA,1560,SA,40,0.025641026
2012,All,SSA,23815,SA,564,0.023682553
2011,1,SSA,3139,SA,20,0.006371456
2011,2,SSA,11570,SA,204,0.017631806
2011,3,SSA,3788,SA,167,0.044086589
2011,4,SSA,3362,SA,78,0.023200476
2011,5,SSA,1416,SA,36,0.025423729
2011,All,SSA,21033,SA,458,0.021775305
2010,1,SSA,2919,SA,18,0.006166495
2010,2,SSA,10122,SA,143,0.014127643
2010,3,SSA,3044,SA,113,0.037122208
2010,4,SSA,3035,SA,65,0.021416804
2010,5,SSA,1162,SA,24,0.020654045
2010,All,SSA,18400,SA,326,0.017717391
2009,1,SSA,2568,SA,12,0.004672897
2009,2,SSA,8884,SA,106,0.011931562
2009,3,SSA,2819,SA,94,0.033345158
2009,4,SSA,2762,SA,43,0.015568429
2009,5,SSA,1168,SA,32,0.02739726
2009,All,SSA,16496,SA,260,0.015761397
2008,1,SSA,2243,SA,11,0.004904146
2008,2,SSA,8232,SA,91,0.011054422
2008,3,SSA,2304,SA,84,0.036458333
2008,4,SSA,2307,SA,35,0.015171218
2008,5,SSA,1062,SA,20,0.018832392
2008,All,SSA,14596,SA,212,0.014524527
2007,1,SSA,1787,SA,7,0.00391718
2007,2,SSA,7382,SA,66,0.008940666
2007,3,SSA,2275,SA,54,0.023736264
2007,4,SSA,2382,SA,34,0.01427372
2007,5,SSA,986,SA,12,0.012170385
2007,All,SSA,13368,SA,158,0.01181927
2006,1,SSA,1754,SA,6,0.003420753
2006,2,SSA,6556,SA,59,0.00899939
2006,3,SSA,2018,SA,39,0.019326065
2006,4,SSA,2386,SA,22,0.009220453
2006,5,SSA,845,SA,17,0.020118343
2006,All,SSA,12291,SA,128,0.010414124
2005,1,SSA,1458,SA,2,0.001371742
2005,2,SSA,6074,SA,42,0.006914718
2005,3,SSA,1746,SA,29,0.016609393
2005,4,SSA,1969,SA,22,0.011173184
2005,5,SSA,701,SA,10,0.014265335
2005,All,SSA,10793,SA,96,0.008894654
2004,1,SSA,1230,SA,3,0.002439024
2004,2,SSA,5042,SA,31,0.006148354
2004,3,SSA,1681,SA,18,0.010707912
2004,4,SSA,1902,SA,17,0.00893796
2004,5,SSA,618,SA,9,0.014563107
2004,All,SSA,9445,SA,69,0.007305453
2003,2,SSA,4334,SA,19,0.004383941
2003,3,SSA,1376,SA,21,0.015261628
2003,4,SSA,1619,SA,12,0.007411983
2003,5,SSA,470,SA,2,0.004255319
2003,All,SSA,8002,SA,50,0.006248438
2002,1,SSA,909,SA,4,0.00440044
2002,2,SSA,4210,SA,16,0.003800475
2002,3,SSA,1368,SA,17,0.012426901
2002,4,SSA,1551,SA,16,0.010315925
2002,5,SSA,501,SA,5,0.00998004
2002,All,SSA,7777,SA,51,0.006557799
2001,1,SSA,809,SA,3,0.003708282
2001,2,SSA,3788,SA,12,0.003167899
2001,3,SSA,1227,SA,10,0.008149959
2001,4,SSA,1381,SA,16,0.011585807
2001,5,SSA,394,SA,6,0.015228426
2001,All,SSA,6941,SA,45,0.006483216
2000,1,SSA,806,SA,2,0.00248139
2000,2,SSA,3611,SA,15,0.004153974
2000,3,SSA,1115,SA,14,0.012556054
2000,4,SSA,1280,SA,9,0.00703125
2000,5,SSA,354,SA,3,0.008474576
2000,All,SSA,6534,SA,38,0.005815733
1999,1,SSA,747,SA,3,0.004016064
1999,2,SSA,3250,SA,9,0.002769231
1999,3,SSA,1234,SA,8,0.006482982
1999,4,SSA,1211,SA,10,0.008257638
1999,5,SSA,372,SA,2,0.005376344
1999,All,SSA,6224,SA,29,0.004659383
1998,1,SSA,682,SA,3,0.004398827
1998,2,SSA,3138,SA,8,0.002549395
1998,3,SSA,1024,SA,14,0.013671875
1998,4,SSA,1091,SA,5,0.004582951
1998,5,SSA,318,SA,2,0.006289308
1998,All,SSA,5687,SA,29,0.005099349
1997,1,SSA,642,SA,4,0.00623053
1997,2,SSA,3136,SA,9,0.002869898
1997,3,SSA,932,SA,5,0.005364807
1997,4,SSA,1101,SA,3,0.002724796
1997,5,SSA,271,SA,2,0.007380074
1997,All,SSA,5595,SA,20,0.00357462
1996,2,SSA,2892,SA,6,0.002074689
1996,3,SSA,1047,SA,4,0.003820439
1996,4,SSA,1070,SA,1,0.000934579
1996,5,SSA,285,SA,5,0.01754386
1996,All,SSA,5436,SA,16,0.002943341
1995,1,SSA,648,SA,1,0.00154321
1995,2,SSA,2779,SA,6,0.00215905
1995,3,SSA,1002,SA,5,0.00499002
1995,4,SSA,1005,SA,3,0.002985075
1995,5,SSA,288,SA,4,0.013888889
1995,All,SSA,5251,SA,17,0.003237479
1994,2,SSA,2926,SA,4,0.001367054
1994,3,SSA,1031,SA,4,0.003879728
1994,4,SSA,963,SA,3,0.003115265
1994,5,SSA,286,SA,2,0.006993007
1994,All,SSA,5294,SA,13,0.00245561
1993,1,SSA,556,SA,1,0.001798561
1993,2,SSA,2821,SA,6,0.002126905
1993,3,SSA,919,SA,3,0.003264418
1993,4,SSA,907,SA,4,0.004410143
1993,All,SSA,5015,SA,12,0.002392822
1992,2,SSA,2852,SA,1,0.000350631
1992,4,SSA,896,SA,2,0.002232143
1992,5,SSA,229,SA,1,0.004366812
1992,All,SSA,4966,SA,4,0.000805477
1991,1,SSA,500,SA,1,0.002
1991,2,SSA,2782,SA,2,0.000718907
1991,3,SSA,808,SA,5,0.006188119
1991,4,SSA,940,SA,4,0.004255319
1991,All,SSA,4832,SA,11,0.00227649
1990,2,SSA,2939,SA,6,0.002041511
1990,3,SSA,785,SA,1,0.001273885
1990,4,SSA,929,SA,2,0.002152853
1990,5,SSA,219,SA,2,0.00913242
1990,All,SSA,4953,SA,11,0.002220876
2023,1,SSA,16101,NA,1320,0.081982486
2023,2,SSA,33241,NA,7933,0.238651063
2023,3,SSA,14186,NA,1161,0.081841252
2023,4,SSA,12974,NA,1488,0.11469092
2023,5,SSA,5762,NA,391,0.067858383
2023,All,SSA,72290,NA,11090,0.153409877
2022,1,SSA,17023,NA,1457,0.085590084
2022,2,SSA,38683,NA,8999,0.232634491
2022,3,SSA,16126,NA,1194,0.07404192
2022,4,SSA,14854,NA,1793,0.120708227
2022,5,SSA,6861,NA,476,0.069377642
2022,All,SSA,82435,NA,12497,0.151598229
2021,1,SSA,16354,NA,1326,0.081081081
2021,2,SSA,38678,NA,9271,0.239696985
2021,3,SSA,15195,NA,1172,0.077130635
2021,4,SSA,14460,NA,1709,0.118188105
2021,5,SSA,6066,NA,403,0.066435872
2021,All,SSA,80257,NA,12528,0.156098533
2020,1,SSA,14336,NA,1261,0.087960379
2020,2,SSA,37624,NA,9122,0.242451627
2020,3,SSA,13264,NA,1122,0.084589867
2020,4,SSA,12714,NA,1671,0.13142992
2020,5,SSA,5343,NA,377,0.070559611
2020,All,SSA,73718,NA,12174,0.165142842
2019,1,SSA,10863,NA,983,0.090490656
2019,2,SSA,27899,NA,7062,0.253127352
2019,3,SSA,11623,NA,908,0.078120967
2019,4,SSA,9893,NA,1297,0.1311028
2019,5,SSA,4322,NA,278,0.064322073
2019,All,SSA,57450,NA,9508,0.165500435
2018,1,SSA,9765,NA,948,0.097081413
2018,2,SSA,24301,NA,6079,0.250154315
2018,3,SSA,9738,NA,879,0.090264941
2018,4,SSA,8843,NA,1087,0.122922085
2018,5,SSA,3573,NA,268,0.075006997
2018,All,SSA,49984,NA,8414,0.168333867
2017,1,SSA,9040,NA,755,0.083517699
2017,2,SSA,22335,NA,5680,0.25430938
2017,3,SSA,8648,NA,739,0.085453284
2017,4,SSA,7605,NA,991,0.130309007
2017,5,SSA,3218,NA,248,0.077066501
2017,All,SSA,45505,NA,7666,0.168465004
2016,1,SSA,7820,NA,783,0.100127877
2016,2,SSA,20909,NA,5006,0.239418432
2016,3,SSA,7175,NA,697,0.097142857
2016,4,SSA,6867,NA,912,0.132809087
2016,5,SSA,2639,NA,247,0.093596059
2016,All,SSA,40617,NA,6922,0.170421252
2015,1,SSA,6351,NA,640,0.100771532
2015,2,SSA,18887,NA,4515,0.239053317
2015,3,SSA,6164,NA,604,0.097988319
2015,4,SSA,5800,NA,802,0.138275862
2015,5,SSA,2343,NA,184,0.078531797
2015,All,SSA,35489,NA,6118,0.172391445
2014,1,SSA,5836,NA,540,0.09252913
2014,2,SSA,17408,NA,4051,0.232709099
2014,3,SSA,5630,NA,540,0.095914742
2014,4,SSA,5333,NA,710,0.133133321
2014,5,SSA,2056,NA,158,0.076848249
2014,All,SSA,32708,NA,5478,0.167481962
2013,1,SSA,4477,NA,445,0.099396918
2013,2,SSA,14905,NA,3292,0.220865481
2013,3,SSA,4995,NA,543,0.108708709
2013,4,SSA,4232,NA,645,0.152410208
2013,5,SSA,1904,NA,136,0.071428571
2013,All,SSA,27516,NA,4600,0.167175462
2012,1,SSA,3817,NA,379,0.099292638
2012,2,SSA,12783,NA,2815,0.220214347
2012,3,SSA,4574,NA,465,0.101661565
2012,4,SSA,3611,NA,526,0.14566602
2012,5,SSA,1560,NA,119,0.076282051
2012,All,SSA,23815,NA,3936,0.165273987
2011,1,SSA,3139,NA,300,0.095571838
2011,2,SSA,11570,NA,2530,0.218668971
2011,3,SSA,3788,NA,400,0.105596621
2011,4,SSA,3362,NA,468,0.139202855
2011,5,SSA,1416,NA,103,0.072740113
2011,All,SSA,21033,NA,3454,0.164218133
2010,1,SSA,2919,NA,291,0.099691675
2010,2,SSA,10122,NA,2035,0.201047224
2010,3,SSA,3044,NA,331,0.108738502
2010,4,SSA,3035,NA,464,0.152883031
2010,5,SSA,1162,NA,82,0.070567986
2010,All,SSA,18400,NA,2899,0.157554348
2009,1,SSA,2568,NA,243,0.094626168
2009,2,SSA,8884,NA,1734,0.19518235
2009,3,SSA,2819,NA,273,0.096842852
2009,4,SSA,2762,NA,411,0.148805214
2009,5,SSA,1168,NA,92,0.078767123
2009,All,SSA,16496,NA,2494,0.151188167
2008,1,SSA,2243,NA,211,0.094070441
2008,2,SSA,8232,NA,1482,0.180029155
2008,3,SSA,2304,NA,209,0.090711806
2008,4,SSA,2307,NA,298,0.129172085
2008,5,SSA,1062,NA,72,0.06779661
2008,All,SSA,14596,NA,2052,0.140586462
2007,1,SSA,1787,NA,159,0.088975937
2007,2,SSA,7382,NA,1291,0.174884855
2007,3,SSA,2275,NA,223,0.098021978
2007,4,SSA,2382,NA,300,0.125944584
2007,5,SSA,986,NA,64,0.064908722
2007,All,SSA,13368,NA,1840,0.13764213
2006,1,SSA,1754,NA,135,0.076966933
2006,2,SSA,6556,NA,1143,0.174344112
2006,3,SSA,2018,NA,183,0.090683845
2006,4,SSA,2386,NA,273,0.114417435
2006,5,SSA,845,NA,50,0.059171598
2006,All,SSA,12291,NA,1629,0.132536002
2005,1,SSA,1458,NA,102,0.069958848
2005,2,SSA,6074,NA,881,0.145044452
2005,3,SSA,1746,NA,168,0.096219931
2005,4,SSA,1969,NA,235,0.119349924
2005,5,SSA,701,NA,75,0.106990014
2005,All,SSA,10793,NA,1297,0.120170481
2004,1,SSA,1230,NA,82,0.066666667
2004,2,SSA,5042,NA,713,0.141412138
2004,3,SSA,1681,NA,162,0.096371208
2004,4,SSA,1902,NA,229,0.120399579
2004,5,SSA,618,NA,42,0.067961165
2004,All,SSA,9445,NA,1107,0.11720487
2003,1,SSA,965,NA,78,0.080829016
2003,2,SSA,4334,NA,583,0.134517766
2003,3,SSA,1376,NA,141,0.10247093
2003,4,SSA,1619,NA,181,0.111797406
2003,5,SSA,470,NA,52,0.110638298
2003,All,SSA,8002,NA,946,0.118220445
2002,1,SSA,909,NA,62,0.068206821
2002,2,SSA,4210,NA,483,0.114726841
2002,3,SSA,1368,NA,115,0.084064327
2002,4,SSA,1551,NA,147,0.094777563
2002,5,SSA,501,NA,43,0.085828343
2002,All,SSA,7777,NA,779,0.10016716
2001,1,SSA,809,NA,52,0.064276885
2001,2,SSA,3788,NA,389,0.102692714
2001,3,SSA,1227,NA,115,0.093724531
2001,4,SSA,1381,NA,113,0.081824765
2001,5,SSA,394,NA,30,0.076142132
2001,All,SSA,6941,NA,641,0.092349806
2000,1,SSA,806,NA,70,0.086848635
2000,2,SSA,3611,NA,417,0.115480476
2000,3,SSA,1115,NA,93,0.083408072
2000,4,SSA,1280,NA,108,0.084375
2000,5,SSA,354,NA,32,0.09039548
2000,All,SSA,6534,NA,656,0.100397919
1999,1,SSA,747,NA,60,0.080321285
1999,2,SSA,3250,NA,333,0.102461538
1999,3,SSA,1234,NA,111,0.089951378
1999,4,SSA,1211,NA,95,0.078447564
1999,5,SSA,372,NA,28,0.075268817
1999,All,SSA,6224,NA,567,0.091098972
1998,1,SSA,682,NA,48,0.070381232
1998,2,SSA,3138,NA,262,0.08349267
1998,3,SSA,1024,NA,92,0.08984375
1998,4,SSA,1091,NA,102,0.093492209
1998,5,SSA,318,NA,23,0.072327044
1998,All,SSA,5687,NA,473,0.083172147
1997,1,SSA,642,NA,45,0.070093458
1997,2,SSA,3136,NA,248,0.079081633
1997,3,SSA,932,NA,68,0.072961373
1997,4,SSA,1101,NA,99,0.089918256
1997,5,SSA,271,NA,26,0.095940959
1997,All,SSA,5595,NA,453,0.080965147
1996,1,SSA,667,NA,44,0.065967016
1996,2,SSA,2892,NA,241,0.083333333
1996,3,SSA,1047,NA,98,0.093600764
1996,4,SSA,1070,NA,92,0.085981308
1996,5,SSA,285,NA,26,0.09122807
1996,All,SSA,5436,NA,447,0.082229581
1995,1,SSA,648,NA,44,0.067901235
1995,2,SSA,2779,NA,171,0.061532926
1995,3,SSA,1002,NA,63,0.062874251
1995,4,SSA,1005,NA,80,0.07960199
1995,5,SSA,288,NA,38,0.131944444
1995,All,SSA,5251,NA,360,0.06855837
1994,1,SSA,596,NA,33,0.055369128
1994,2,SSA,2926,NA,190,0.064935065
1994,3,SSA,1031,NA,60,0.058195926
1994,4,SSA,963,NA,86,0.089304258
1994,5,SSA,286,NA,23,0.08041958
1994,All,SSA,5294,NA,357,0.067434832
1993,1,SSA,556,NA,38,0.068345324
1993,2,SSA,2821,NA,161,0.05707196
1993,3,SSA,919,NA,48,0.052230686
1993,4,SSA,907,NA,66,0.072767365
1993,5,SSA,247,NA,31,0.125506073
1993,All,SSA,5015,NA,311,0.062013958
1992,1,SSA,508,NA,28,0.05511811
1992,2,SSA,2852,NA,160,0.056100982
1992,3,SSA,930,NA,43,0.046236559
1992,4,SSA,896,NA,51,0.056919643
1992,5,SSA,229,NA,12,0.052401747
1992,All,SSA,4966,NA,263,0.052960129
1991,1,SSA,500,NA,30,0.06
1991,2,SSA,2782,NA,144,0.051761323
1991,3,SSA,808,NA,54,0.066831683
1991,4,SSA,940,NA,53,0.056382979
1991,5,SSA,259,NA,17,0.065637066
1991,All,SSA,4832,NA,274,0.056705298
1990,1,SSA,506,NA,19,0.037549407
1990,2,SSA,2939,NA,117,0.039809459
1990,3,SSA,785,NA,43,0.05477707
1990,4,SSA,929,NA,45,0.048439182
1990,5,SSA,219,NA,26,0.118721461
1990,All,SSA,4953,NA,227,0.04583081
2023,1,SSA,16101,MENA,348,0.021613564
2023,2,SSA,33241,MENA,1581,0.047561746
2023,3,SSA,14186,MENA,1642,0.11574792
2023,4,SSA,12974,MENA,583,0.044936026
2023,5,SSA,5762,MENA,574,0.099618188
2023,All,SSA,72290,MENA,4238,0.058624983
2022,1,SSA,17023,MENA,336,0.019738002
2022,2,SSA,38683,MENA,1838,0.047514412
2022,3,SSA,16126,MENA,1856,0.115093638
2022,4,SSA,14854,MENA,654,0.044028544
2022,5,SSA,6861,MENA,663,0.096633144
2022,All,SSA,82435,MENA,4792,0.058130648
2021,1,SSA,16354,MENA,254,0.015531368
2021,2,SSA,38678,MENA,1800,0.046538084
2021,3,SSA,15195,MENA,1440,0.094768016
2021,4,SSA,14460,MENA,588,0.0406639
2021,5,SSA,6066,MENA,474,0.078140455
2021,All,SSA,80257,MENA,4084,0.050886527
2020,1,SSA,14336,MENA,206,0.01436942
2020,2,SSA,37624,MENA,1432,0.038060812
2020,3,SSA,13264,MENA,969,0.073054885
2020,4,SSA,12714,MENA,397,0.031225421
2020,5,SSA,5343,MENA,337,0.06307318
2020,All,SSA,73718,MENA,2997,0.040654928
2019,1,SSA,10863,MENA,111,0.010218172
2019,2,SSA,27899,MENA,886,0.031757411
2019,3,SSA,11623,MENA,760,0.065387594
2019,4,SSA,9893,MENA,286,0.02890933
2019,5,SSA,4322,MENA,213,0.049282739
2019,All,SSA,57450,MENA,2021,0.035178416
2018,1,SSA,9765,MENA,99,0.010138249
2018,2,SSA,24301,MENA,738,0.030369121
2018,3,SSA,9738,MENA,682,0.070034915
2018,4,SSA,8843,MENA,223,0.025217686
2018,5,SSA,3573,MENA,174,0.048698573
2018,All,SSA,49984,MENA,1747,0.034951184
2017,1,SSA,9040,MENA,62,0.006858407
2017,2,SSA,22335,MENA,683,0.030579807
2017,3,SSA,8648,MENA,507,0.058626272
2017,4,SSA,7605,MENA,146,0.019197896
2017,5,SSA,3218,MENA,121,0.037600994
2017,All,SSA,45505,MENA,1389,0.030524118
2016,1,SSA,7820,MENA,53,0.006777494
2016,2,SSA,20909,MENA,549,0.026256636
2016,3,SSA,7175,MENA,402,0.056027875
2016,4,SSA,6867,MENA,123,0.017911752
2016,5,SSA,2639,MENA,83,0.031451307
2016,All,SSA,40617,MENA,1127,0.027747002
2015,1,SSA,6351,MENA,56,0.008817509
2015,2,SSA,18887,MENA,454,0.024037698
2015,3,SSA,6164,MENA,291,0.047209604
2015,4,SSA,5800,MENA,134,0.023103448
2015,5,SSA,2343,MENA,106,0.045241144
2015,All,SSA,35489,MENA,951,0.026797036
2014,1,SSA,5836,MENA,35,0.005997258
2014,2,SSA,17408,MENA,354,0.020335478
2014,3,SSA,5630,MENA,257,0.045648313
2014,4,SSA,5333,MENA,84,0.015750984
2014,5,SSA,2056,MENA,106,0.05155642
2014,All,SSA,32708,MENA,770,0.023541641
2013,1,SSA,4477,MENA,22,0.004914005
2013,2,SSA,14905,MENA,286,0.019188192
2013,3,SSA,4995,MENA,216,0.043243243
2013,4,SSA,4232,MENA,89,0.021030246
2013,5,SSA,1904,MENA,80,0.042016807
2013,All,SSA,27516,MENA,631,0.022932112
2012,1,SSA,3817,MENA,16,0.004191774
2012,2,SSA,12783,MENA,221,0.017288586
2012,3,SSA,4574,MENA,181,0.039571491
2012,4,SSA,3611,MENA,63,0.017446691
2012,5,SSA,1560,MENA,67,0.042948718
2012,All,SSA,23815,MENA,501,0.021037161
2011,1,SSA,3139,MENA,8,0.002548582
2011,2,SSA,11570,MENA,215,0.018582541
2011,3,SSA,3788,MENA,105,0.027719113
2011,4,SSA,3362,MENA,61,0.018143962
2011,5,SSA,1416,MENA,45,0.031779661
2011,All,SSA,21033,MENA,391,0.018589835
2010,1,SSA,2919,MENA,14,0.004796163
2010,2,SSA,10122,MENA,180,0.017783047
2010,3,SSA,3044,MENA,56,0.018396846
2010,4,SSA,3035,MENA,50,0.016474465
2010,5,SSA,1162,MENA,30,0.025817556
2010,All,SSA,18400,MENA,305,0.016576087
2009,1,SSA,2568,MENA,17,0.006619938
2009,2,SSA,8884,MENA,137,0.015420982
2009,3,SSA,2819,MENA,65,0.023057822
2009,4,SSA,2762,MENA,48,0.017378711
2009,5,SSA,1168,MENA,29,0.024828767
2009,All,SSA,16496,MENA,256,0.015518914
2008,1,SSA,2243,MENA,10,0.004458315
2008,2,SSA,8232,MENA,116,0.014091351
2008,3,SSA,2304,MENA,46,0.019965278
2008,4,SSA,2307,MENA,24,0.010403121
2008,5,SSA,1062,MENA,15,0.014124294
2008,All,SSA,14596,MENA,187,0.012811729
2007,1,SSA,1787,MENA,6,0.003357583
2007,2,SSA,7382,MENA,107,0.014494717
2007,3,SSA,2275,MENA,29,0.012747253
2007,4,SSA,2382,MENA,32,0.013434089
2007,5,SSA,986,MENA,28,0.028397566
2007,All,SSA,13368,MENA,185,0.013839019
2006,1,SSA,1754,MENA,6,0.003420753
2006,2,SSA,6556,MENA,76,0.011592434
2006,3,SSA,2018,MENA,30,0.014866204
2006,4,SSA,2386,MENA,24,0.010058676
2006,5,SSA,845,MENA,25,0.029585799
2006,All,SSA,12291,MENA,145,0.01179725
2005,1,SSA,1458,MENA,2,0.001371742
2005,2,SSA,6074,MENA,54,0.008890352
2005,3,SSA,1746,MENA,20,0.011454754
2005,4,SSA,1969,MENA,14,0.007110208
2005,5,SSA,701,MENA,11,0.015691869
2005,All,SSA,10793,MENA,93,0.008616696
